乐山职业技术学院,http://www.lszyxy.com/zsw/
雅安职业技术学院,http://www.yazjy.com/
四川商务职业学院,http://www.scsw.net.cn/
四川司法警官职业学院,http://www.sjpopc.edu.cn/
广安职业技术学院,http://www.gavtc.cn/
四川信息职业技术学院,http://www.scitc.com.cn/
四川文化传媒职业学院（民办）,http://www.svccc.net/
四川华新现代职业学院（民办）,http://www.schxmvc.com.cn/
四川管理职业学院,http://www.scvir.com/
四川艺术职业学院,http://www.scapi.cn/
四川中医药高等专科学校,http://www.scctcm.cn/
四川科技职业学院（民办）,http://www.scstc.cn/
四川文化产业职业学院,http://www.scvcci.cn/
四川财经职业学院,http://www.scpcfe.cn/
四川城市职业学院（民办）,http://www.scuvc.com/
四川现代职业学院（民办）,http://www.scmvc.cn/
四川幼儿师范高等专科学校,http://baike.baidu.com/link?url=ORXDhk6lB9EFX656GANBLAAUA8zz8EhAxsb3mqiGisRYKIXPIJyBM_z9uCoT6V-4iQF1BDrKtTlmJgdELUnDSK
四川长江职业学院（民办）,http://www.sccvc.com/
四川三河职业学院（民办）,http://www.scshpc.com/
川北幼儿师范高等专科学校,http://baike.baidu.com/view/7303804.htm
四川卫生康复职业学院（民办）,http://www.svchr.edu.cn/
四川汽车职业技术学院（民办）,http://www.scavtc.com/
巴中职业技术学院（民办）,http://www.bzzyjsxy.cn/
四川希望汽车职业学院（民办）,http://baike.baidu.com/link?url=ImxMEha0pB1rIe1sDoIdC0LAbb6692xEWie7hNxVtyBtZzYTkleL0YgboB9Jk6ML4f-3eeCxWuT1ClYIu3gC0q
四川电子机械职业技术学院（民办）,http://www.scemvtc.com/zz/
四川文轩职业学院（民办）,http://www.scwxzyxy.cn/
川南幼儿师范高等专科学校,http://www.cnyz.edu.cn/
四川护理职业学院,http://cnsnvc.org/
成都工业职业技术学院,http://baike.baidu.com/link?url=HrPR9a4QNRAWtQolKlHyYZdOhmw0a-MD7_RTqZqYkIqIpKOsypkbjauLwN2sb6pRxSBLXp22wkPIC3G6n9fejq
四川西南航空职业学院（民办）,http://www.xnhkxy.edu.cn/Index.html
成都工贸职业技术学院,http://baike.baidu.com/link?url=mo6GIBbUv13snR0gfoyXyg7Gq538Gj4hOiEeI0M3_rvl_4E29ILoe4-x4eYEsOdKI2msorhHUKJJ4NTlizaMNJbzZfhEEPzM__XbjD_75DcULsEa_7naq6W3mq8K6NNEoMKG66BfJ24dp1Oydu3ZSLyVESi8tph80Bu9BVxc5FsqKiTfXWVeqdT-NzkfZtpR
四川应用技术职业学院（民办）,http://www.sccas.edu.cn/
山东医学高等专科学校,http://baike.baidu.com/link?url=bPBGVdFOQ8dzRvhS4Ni-LfIfuoYYJZLSyHUaqBrWEwde3zA_i2j6AvLJDlCtlBMRaciwJ2DUp-KoftaOoiHG-a
菏泽医学专科学校,http://www.hzmc.edu.cn/
山东商业职业技术学院,http://www.sict.edu.cn/
山东电力高等专科学校,http://baike.baidu.com/link?url=7zLCvvmJhr90S9_1DjRsPMf5BGj6YxkcIspaXj75Z78-LR1-Bp54RRPzlUQXTFlyI7wEHfCG7SE55ARYTLsoD_
日照职业技术学院,http://www.rzpt.cn/
曲阜远东职业技术学院（民办）,http://www.fareast-edu.net/
青岛职业技术学院,http://baike.baidu.com/link?url=Jj_SO-NirQX7sIXB0xi5v2zHM03bR2JqwYPshj93VbdCwJxwxuApM6t6hSTrtCzlU2iPsAF0sCOo_SVswzlEsq
威海职业学院,http://www.weihaicollege.com/
山东职业学院,http://www.sdp.edu.cn/
山东劳动职业技术学院,http://www.sdlvtc.cn/
莱芜职业技术学院,http://www.lwvc.edu.cn/
济宁职业技术学院,http://www.jnzyjsxy.cn/
潍坊职业学院,http://www.sdwfvc.com/
烟台职业学院,http://www.ytvc.com.cn/web/18501/index
东营职业学院,http://www.dyxy.net/
聊城职业技术学院,http://www.lctvu.sd.cn/
滨州职业学院,http://www.edubzvc.com.cn/
山东科技职业学院,http://www.sdvcst.edu.cn/
山东服装职业学院,http://www.svict.com/
德州科技职业学院（民办）,http://www.sddzkj.com/
山东力明科技职业学院（民办）,http://www.6789.com.cn/2009/index.asp
山东圣翰财贸职业学院（民办）,http://www.suu.com.cn/
山东水利职业学院,http://www.sdwrp.com/
山东畜牧兽医职业学院,http://www.sdmyxy.cn/
青岛飞洋职业技术学院（民办）,http://baike.baidu.com/link?url=1ICrExtCCZXHbIf-vuZHiK_JqSmOoCiMrsl6zSUqKzkXkKBBI8TKzTTUgRPVgp30odK3mWSOolVvtuRt1YCfRq
东营科技职业学院（民办）,http://www.dycollege.net/
山东交通职业学院,http://www.sdjtzyxy.com/
淄博职业学院,http://www.zbvc.edu.cn/
山东外贸职业学院,http://www.sdwm.edu.cn/
青岛酒店管理职业技术学院,http://www.qchm.edu.cn/
山东信息职业技术学院,http://www.sdcit.cn/
青岛港湾职业技术学院,http://www.qdgw.edu.cn/
山东胜利职业学院,http://baike.baidu.com/link?url=R3YZWHlS6xYFfdCdkLwsRxCwEGGQpAj1Qn28aXUTxcuOqrT7zdledBXmWB0xasyUf2X-FEiEED1LUNfqcKB_pq 
山东经贸职业学院,http://www.sdecu.com/
山东工业职业学院,http://www.sdivc.net.cn/
山东化工职业学院,http://baike.baidu.com/link?url=Ulj8JqT9FdxrYlvXTjHG5y6T8Dv4SbpacQPaQ6c_SSYYy52wfq1GDXuOCYD_564xxEWJoi95xB3dPSaUx1pOga
青岛求实职业技术学院（民办）,http://www.qdqs.com/
济南职业学院,http://www.jnvc.cn/
烟台工程职业技术学院,http://baike.baidu.com/link?url=8W3gF1g06yns_BaiuqZyWSJS9ereq5d46QKIxfaO0DnPjMNQ8H-CKG4YTKsRFvZKTW6w5_EcKl366czycSyaz_
山东凯文科技职业学院（民办）,http://www.sdkevin.cn/index.action
山东外国语职业学院（民办）,http://www.sdflc.com/
潍坊工商职业学院（民办）,http://www.wfgsxy.com/
德州职业技术学院,http://www.dzvtc.cn/
枣庄科技职业学院,http://www.zzkjxy.com/
淄博师范高等专科学校,http://www.zbnc.edu.cn/
山东中医药高等专科学校,http://stcmchina.com/
济南工程职业技术学院,http://www.jngcxy.com/
山东电子职业技术学院,http://www.sdcet.cn/
山东旅游职业学院,http://baike.baidu.com/link?url=8HoLOOGB0hj57h9lrJCjFB78Ckqwt860wdza6T8ZNWdgiMl2_f5oUg9WzjYK1mqL4HFBrQAp9kskIQvhNxHmIq
山东铝业职业学院,http://www.shlzhj.net/
山东杏林科技职业学院（民办）,http://baike.baidu.com/link?url=icX-EU99Vb8XL41tDDQhUEE9w8d08BWuyEUqvoMTMuRQSXE_kxlMBKYM5ldfYO9zuBzxpXaYs5zCCUHrIv_VxK
泰山职业技术学院,http://www.mtotc.com.cn/
山东外事翻译职业学院（民办）,http://baike.baidu.com/link?url=au9nHCMn93cdhRxwBHx8yYEbJnystQmBx2gj8z7acq_EHqLm6MSy-kfjrq3oo2mujDvYPznfsdlsu5iwRl-E4K
山东药品食品职业学院,http://www.sddfvc.cn/
山东商务职业学院,http://www.sdbi.com.cn/
山东轻工职业学院,http://baike.baidu.com/link?url=lKVQxKvPEDYc8-lv2WD-uN7Yh6Rx0ZllpymCM2qNzWBEFuUntJWe_RFpwpbO1XmLhRg48tr4RDE3n6X6Nlrp-K
山东城市建设职业学院,http://www.sdcjxy.com/
烟台汽车工程职业学院,http://www.ytqcvc.cn/
山东司法警官职业学院,http://www.sdsfjy.com/index.html
菏泽家政职业学院,http://www.hzjzxy.com/
山东传媒职业学院,http://www.sdcmc.net/
临沂职业学院,http://www.lyzyxy.com/
枣庄职业学院,http://www.sdzzvc.edu.cn/
山东理工职业学院,http://www.sdlgzy.com/
山东文化产业职业学院（民办）,http://www.sdcivc.com/
青岛远洋船员职业学院,http://www.coscoqmc.com.cn/
济南幼儿师范高等专科学校,http://www.jnygz.com/
济南护理职业学院,http://www.sdjnwx.com/
泰山护理职业学院,http://www.tshlzyxy.com/
山东海事职业学院（民办）,http://www.sdm.net.cn/
潍坊护理职业学院,http://www.wfhlxy.com/
潍坊工程职业学院,http://www.wfec.cn/
菏泽职业学院,http://www.hzzyxy.com/
山东艺术设计职业学院（民办）,http://baike.baidu.com/link?url=_bchn8jx3QwoebXaKIwbho3XYlbsLXG7TmuqYcl4y0S6XwDjGNesk0xVqLRb8jthzJQlxHPIr36NuoWZ2Zi05K
威海海洋职业学院,http://baike.baidu.com/link?url=Pu_bsrcGBr7j_COWB3Kb7xbjhSYLHE3mrF5YDQvJMSXcb1GvF_heCJCnJayfJYIARiDw14Of7qF823crN1_F4_
山东特殊教育职业学院,http://www.sdse.cn/
烟台黄金职业学院（民办）,http://baike.baidu.com/link?url=KcKIXAweoQd8dtiYjomNhe1g4PtGav8ZSMKB7YwjxTJsmE6BmN71YS6TVObjsxeC1abUfpNC98n2bpp_0QUFDy-hyU7NhHZYxmHkCotCU5mK8J3HaldDV5igVPKpMJseuuO_6aUnXUCJXK9xN6aTJ2Ere_yDCToTI_T5V5Q2MSS
昆明冶金高等专科学校,http://www.kmyz.edu.cn/
云南国土资源职业学院,http://www.yngtxy.net/yngtxy/default.html
云南交通职业技术学院,http://www.ynjtc.com/
昆明工业职业技术学院,http://www.kmvtc.net/
云南农业职业技术学院,http://www.ynavc.com/
云南司法警官职业学院,http://www.yncpu.net/
云南文化艺术职业学院,http://www.ynarts.cn/
云南体育运动职业技术学院,http://www.ynasc.com/
云南科技信息职业学院民办,http://www.ynkexin.cn/()
西双版纳职业技术学院,http://baike.baidu.com/link?url=rSzV4op38CV6Z7y-kdMZg2MaGgqx6Xa4Tf2DQ99COYxsooH4RzAWGfqQSiKiZuVhTOGdFKNJEqWgZm0XrQO7_K
昆明艺术职业学院民办,http://www.kmac.org.cn/()
玉溪农业职业技术学院,http://www.yxnzy.net/
云南能源职业技术学院,http://www.ynny.cn/
云南国防工业职业技术学院,http://www.ynvtc.cn/
云南机电职业技术学院,http://www.ynmec.com/
云南林业职业技术学院,http://www.ynftc.cn/
云南城市建设职业学院民办,http://www.yncjxy.com/()
云南工程职业学院民办,http://www.ynenc.cn/()
曲靖医学高等专科学校,http://www.qjyz.org/
楚雄医药高等专科学校,http://www.cxmtc.net/default.html
保山中医药高等专科学校,http://www.bszyz.cn/
丽江师范高等专科学校,http://www.lj-edu.cn/
德宏师范高等专科学校,http://baike.baidu.com/link?url=znvajUauLWd66cFn_gh4gDpdtBjHaNhi_IqiE-PWsYw3s7mNNEyOmA5CqnBj-2v5QU1QbNCLuNpy881f85gN6a
云南新兴职业学院民办,http://www.ynxzy.com/()
云南锡业职业技术学院,http://baike.baidu.com/link?url=LdUeEmtwxzt47DH8ga6SKOErSxGq4OLkzxzm03UiEmknabzo_f6K71WJiStdaSix04LZCvSKnZkqDenbecWqxa
云南经贸外事职业学院民办,http://www.ynjw.net/()
云南三鑫职业技术学院民办,http://www.ynsxzy.com/()
德宏职业学院,http://www.yndhvc.com/
云南商务职业学院民办,http://www.ynswxy.cn/()
昆明卫生职业学院民办,http://www.kmhpc.net/()
云南现代职业技术学院民办,http://baike.baidu.com/link?url=t2zljztppEsd-AACqQ0jOb9iYjvNA8UILi_XrSkZeveaXoq0EdeIzFzaS0sCGVoooIiunvhBEQoH0ggi8rpDPa()
云南旅游职业学院,http://baike.baidu.com/link?url=yvsskfSULuduDd1wfD5_odhnsXZQxyEDxzv0vloSTHS2Z4Ic9qybXYYPxd6ukvgM44Ga6n5kFgQlz9mrGXIMXq
红河卫生职业学院,http://www.hhwx.org.cn/
云南外事外语职业学院民办,http://www.fafl.cn/()
大理农林职业技术学院,http://baike.baidu.com/link?url=pco5YQfCLMrah6LZjrm7ndNIGc5I3yIuZjx9K21g_3b1ozTcwzzkHf_Zr8anbKML4Ka4yr9RN6IM0qozTkis3K
公安消防部队高等专科学校,http://baike.baidu.com/link?url=4iRgsSzl-TaPBeJMWLZp20810YI6Kim08IVLGimJINfjMx3F57ezBrebEeL5xtQCWVpgQfOVFBFArtAX632pUA8TBgR0I2L28HdorkMjq8abEXpJmeB-gdnc62d45ll8k9Y-SFYuN0SgU06x0bnpkh0tmJ-EL8cqznn2TPUyWqVKTeSbxzg6iHb8gkw7Isx46YbjD4_spvUAf3XqCCSe5_
云南财经职业学院,http://www.ynczy.cn/
昆明铁道职业技术学院,http://baike.baidu.com/link?url=UF2IwPM9_VsZbJ4ZJRl91WlHIeWMQv27Tva2YCfgEyuiZhzMO0HObm9iUgFJIbzIY_zDEt9QJPcJPPI80-ZGUtV_ePLSydP7tPEqqGOLAc0umfejbDIqaU0RtZSBtWO9TDzyWZ57SHYd6yINZfJWJDg9GJO9CFvT0DZeJJi8XRtBQfr7nX7E-dEpiFTvM_vt
昭通卫生职业学院,http://www.ztwsxx.com/
大理护理职业学院,http://baike.baidu.com/link?url=FmONPS88n8YIax7zj4dcVwL10fd4bcpciIIp12zTZCxvvu2nuic5xvl8fk9EdIHYz6jvsu2dSs4aqWVa8kqbpfOUCxlK4pI-IrzKIDG1O2l0kdVwCLQH5jNBK3uIDzTEh8INy64FnDwtFhtX4kbH9yXyEVjD_GWMzivP0dLJRLy
云南水利水电职业学院,http://baike.baidu.com/link?url=XLWUZWk41rmefjyank2ztEYUQ8tTNqI-ifGhmeAlRdOolkMztpxuuGWYsEKgY9YhrI739b8Ofmoo32PPKsDfjqT_CXr30UYr_uJ4-aKOI-rlz16Km-0dIwmU1XCyq8Ylu6e-VEx-TZKpV8TocfJMDvOivLr98OMzbd81Fz2PYWG_6T7wUTNCRGwRhJUVIIiY
齐齐哈尔高等师范专科学校,http://baike.baidu.com/link?url=Q8i226w1EOc6LebcXEDslrMuq9GACYTk3KAhvrmcBl1KUJki4yU4AMb-9CtIzyOz8aUPCV_D5ArLSfKGpCKDGa
伊春职业学院,http://www.ycvc.com.cn/
牡丹江大学,http://www.mdjdx.cn/mdnew/index.asp
黑龙江职业学院,http://www.hljp.edu.cn/
黑龙江建筑职业技术学院,http://www.hict.org.cn/
黑龙江艺术职业学院,http://www.hljyzy.org.cn/
大庆职业学院,http://www.dqzyxy.net/
黑龙江林业职业技术学院,http://www.hljlzy.com/
黑龙江农业职业技术学院,http://baike.baidu.com/view/298362.htm
黑龙江农业工程职业学院,http://www.hngzy.edu.cn/
黑龙江农垦职业学院,http://www.nkzy.org.cn/
黑龙江司法警官职业学院,http://www.hljsfjy.org.cn/
鹤岗师范高等专科学校,http://baike.baidu.com/link?url=dAoAbSm_b6HWxrf-IiQTetlUs4YxlbmJ9pye-CmlsphIM94Rdu5W9wSddzZEj1cgyLGnoMfi6LVwIK9FRQuq4q
哈尔滨电力职业技术学院,http://baike.baidu.com/link?url=nUcXca5GwTecHRxoooU9XFAP899dLF967MprfdWJv2xTGkVzegKpb_bo8atmaBCSRc5xfoRWayKt6ksIDmo43K
哈尔滨铁道职业技术学院,http://www.htxy.net/
大兴安岭职业学院,http://baike.baidu.com/link?url=g4jK1u08_9WKIY3OZltX4QaYNhLWw5yn1sjSOPMQ4PoaTl3z3embguVja__S84EFcBJ_QXvLIr74GaqYngJtFq
黑龙江农业经济职业学院,http://www.nyjj.net.cn/2013/
哈尔滨职业技术学院,http://www.hzjxy.org.cn/
哈尔滨传媒职业学院（民办）,http://www.hrbmcc.com/
黑龙江生物科技职业学院,http://baike.baidu.com/link?url=YSe4qyMY8pXB0hh9RuQXtEIl6VdM3C2JPrJ_he_H4XBdiQxEODPxaI159WZmItQcfWtZrIcwW2Z11wjFk7IuS_
黑龙江商业职业学院,http://www.hljszy.org.cn/
黑龙江公安警官职业学院,http://www.hlpolice.gov.cn/
黑龙江信息技术职业学院,http://www.hljitpc.org.cn/
哈尔滨江南职业技术学院（民办）,http://www.13451.cn/
黑龙江农垦科技职业学院,http://www.nkkjxy.org.cn/
黑龙江旅游职业技术学院,http://www.ljlyzy.org.cn/
黑龙江三江美术职业学院（民办）,http://baike.baidu.com/link?url=r1hHuBiFz1C3kEbC0h3ZCYVvkjTIHasM6gYvXuonMo4LsZhEcHQWyK5ov7ujN_dCQRrfT_b57J8L1CTqd6wBWa
黑龙江生态工程职业学院,http://baike.baidu.com/link?url=lc6xxI0ZUqYTnO5nwQaOyMb0uhL7VWoBhB264eev3gVP6qV02YX2_qHYbIm_qygAuEfi3IiLIMUVnDlZn_LIAa
黑龙江煤炭职业技术学院,http://baike.baidu.com/link?url=hVohgip3ZqZCSZCuZihKDBteXYsKVs6otUB_aJfrvFMtgvYLVYxtCT7_Y1Fx3bbdBvCNsqR8CcjtbbLERZ9YMa
七台河职业学院,http://www.qthzyxy.com/
黑龙江民族职业学院,http://baike.baidu.com/link?url=DeD8O5MqPuPj0TnEGtsjQDm5wXWnfDeJFgvzRMGUV6apv4besXyTDWyh-wZstdwADeAdRHem49m8VejEzVxrUK
大庆医学高等专科学校,http://www.dqygz.com/
黑龙江交通职业技术学院,http://www.hlcp.com.cn/
哈尔滨应用职业技术学院（民办）,http://www.hyyzy.com/
黑龙江幼儿师范高等专科学校,http://www.hljys.com/
哈尔滨科学技术职业学院,http://www.hrbkjzy.org.cn/
黑龙江粮食职业学院,http://www.hljgvc.org.cn/
佳木斯职业学院,http://www.jmsjs.com/
黑龙江护理高等专科学校,http://www.hljhlgz.com/
哈尔滨工程技术职业学院（民办）,http://baike.baidu.com/link?url=NBgWa-5HJlcqAuBmrUALVPaq45ZcZh59lYtrINXLs4zMjBiVoa-SzV_vR59W3NGemoyuI6y7PfAjH-3OFZoOeK
齐齐哈尔理工职业学院（民办）,http://www.qlgxy.com/
哈尔滨幼儿师范高等专科学校,http://www.hayouzhuan.org.cn/
黑龙江冰雪体育职业学院,http://www.vcws.edu.cn/
盐城幼儿师范高等专科学校,http://baike.baidu.com/link?url=_EOT55m8ym0eBp500-uKinOD8RllMTZw6GDEFVP21T3EbVjskEjMJbFEdcJE0_2IM9kZ_agd-5CrxXF8ho-tE4fbECzNFbDvf4V9KuOjrBod4KURMe7fNQ2h5_Wplfz4KAtxtHITp-d1ehr09wreiLAmUpeKDxhLwCJM7j9fPJT0XSyb-yoteWQgCeKcLN18GmTma721wCNSJjgX0Wtu7q
苏州幼儿师范高等专科学校,http://www.szys.net/
明达职业技术学院（民办）,http://www.mdut.cn/
无锡职业技术学院,http://baike.baidu.com/link?url=z5mM7JL9Tl6FfM5K946wH16caY5xbs0wzvfCTFtVE8Y6EXyco4qQK1yIfJcF9sqa4w5pppYV3i9eitv0ALPOAa
江苏建筑职业技术学院,http://www.jsjzi.edu.cn/
南京工业职业技术学院,http://www.niit.edu.cn/
江苏工程职业技术学院,http://www.jcet.edu.cn/
苏州工艺美术职业技术学院,http://www.sgmart.com/
连云港职业技术学院,http://www.lygtc.net.cn/
镇江市高等专科学校,http://www.zjc.edu.cn/
南通职业大学,http://baike.baidu.com/link?url=8BB718wNQqHpmBuVPBnQwTynDo1Hgx2iEYKF1-usH225V8jKCn91m4Q9D-If31OhLiB1zWIF383YvBG1OMI5EK
苏州职业大学,http://www.jssvc.edu.cn/
沙洲职业工学院,http://www.szit.edu.cn/website/
扬州市职业大学,http://baike.baidu.com/link?url=cxSqIen01d-lnWxiI8x8FIXhR08C7nWIoe3-6ikIdR-MxEXwZCREjrpRQ80N0y7jzgOC3qT7NehKPKBZlmxbHf9FnWupq3Xk0nRX4Lx1GMgP4CyT7sVHyvsP5HXGKe4EPNHCqYB-PXXD7LOu8t8fuwf9dJPeX_nlsOZJTdxFKDWd3lzRNK_EXdYnAfYRnia-X_0nN8ib9SjrLqjVovqLVq
连云港师范高等专科学校,http://www.lygsf.cn/
江苏经贸职业技术学院,http://www.jseti.edu.cn/
九州职业技术学院（民办）,http://www.jznu.com.cn/
硅湖职业技术学院（民办）,http://www.usl.edu.cn/
泰州职业技术学院,http://baike.baidu.com/link?url=TWAN3Kn2jNUE2aCd5CUcOnEU5uTobnG27TNbKBHl4vogTzOTwhLkP49tUWQWlRR1HKV55Y7wYP9Tu6WEvpQvtK
常州信息职业技术学院,http://www.ccit.js.cn/
江苏联合职业技术学院,http://baike.baidu.com/link?url=zcUZWusvDe1SpR3CpRbJKXFu0Q9M4Pv1LUe-U5aYxD3D6MdGkzqostoYgg6l2Ug6KzljL5Fk_4Rk50VXQXblK_
江苏海事职业技术学院,http://www1.jmi.edu.cn/
应天职业技术学院（民办）,http://baike.baidu.com/link?url=33V3S-r6IoLBfAsMDnqNfw0pJVfl5w_IKEtCG07MikOX2gIfRmW32lnSIh-DufBWkyqpNb6PyGFCObGw-lXZQK
无锡科技职业学院,http://baike.baidu.com/link?url=y7nM-1dmR0aS1dqDXBXwl16LmR38gGkCayrWllEGi-CDfH24kQsV2yozz_9n8eedswxwc6lCTftG33tBD7izKK
盐城卫生职业技术学院,http://www.jsycmc.com/
扬州环境资源职业技术学院,http://www.yzerc.org/
南通科技职业学院,http://www.ntac.edu.cn/
苏州经贸职业技术学院,http://www.szjm.edu.cn/site/szjm/
苏州工业职业技术学院,http://baike.baidu.com/link?url=BYKpqlXJGBlLB7lOO_wA5zBqhPergug-NSiWV0JUQXnJGc1Btx9lkifOz4e-t2hgzLmOt6nIsMd88pK0FOaJK_
苏州托普信息职业技术学院（民办）,http://www.szetop.com/portal/center/
苏州卫生职业技术学院,http://baike.baidu.com/link?url=412mSj3rvK40ZFzixv2qQ5fv6qAzWvNLdWP0_fGaB1IeP_uZydKvETNeg-CoSfeWUNuMiTqDtt-Q_ZabAznOyK
无锡商业职业技术学院,http://www.wxic.edu.cn/
南通航运职业技术学院,http://www.ntsc.edu.cn/
南京交通职业技术学院,http://www.njitt.edu.cn/
淮安信息职业技术学院,http://www.hcit.edu.cn/
江苏农牧科技职业学院,http://www.jsahvc.edu.cn/
常州纺织服装职业技术学院,http://www.cztgi.edu.cn/
苏州农业职业技术学院,http://www.szai.com/
苏州工业园区职业技术学院,http://www.ivt.edu.cn/
太湖创意职业技术学院（民办）,http://www.thcyzy.org/
炎黄职业技术学院（民办）,http://baike.baidu.com/link?url=K1mJl-5p_f8NMqWQtNY6Za6BZbepXqqepq7rMaYqzyyJbdz4NXSLN5pcyHmk8oWd_RBXppRjm6ltdY7Gz2JZ-a
南京科技职业学院,http://www.njcc.edu.cn/
正德职业技术学院（民办）,http://baike.baidu.com/view/164386.htm
钟山职业技术学院（民办）,http://www.zscollege.com/default.html
无锡南洋职业技术学院（民办）,http://www.wsoc.edu.cn/
江南影视艺术职业学院（民办）,http://www.jnys.cn/
金肯职业技术学院（民办）,http://www.jku.edu.cn/
常州轻工职业技术学院,http://www.czili.edu.cn/
常州工程职业技术学院,http://baike.baidu.com/link?url=twcZL_8Dao4d1cVHR3-F0ArCzFieSKDmDNKB2KwTkwJxKv6uF98cHhdoG8JMSKwEhun3Yio0WIOlx9xi1kWN9K
江苏农林职业技术学院,http://baike.baidu.com/link?url=CJqHmO19IREZonqUV6t8sOeiLxjzLOS1nbzVdjPZ1XGRbkR0XB0HWwOrew7VLC_MvpaykIl8oh_tEdmplj_kTK
江苏食品药品职业技术学院,http://www.jsfsc.edu.cn/
建东职业技术学院（民办）,http://www.czjdu.com/
南京铁道职业技术学院,http://baike.baidu.com/link?url=7Qd6xNyWQrNg33ExhkgIqvLNejlcxpgtkWk11Onzrw6-bSFFQfbQBiY12E6oQdXjnRZtIv7iPQMG8qxcFk5kfK
徐州工业职业技术学院,http://www.xzcit.edu.cn/
江苏信息职业技术学院,http://www.jsit.edu.cn/
宿迁职业技术学院,http://baike.baidu.com/link?url=tYFk3j4BxzN0iW_0BeUDRrS4dr0rtacBZcJUOpSsYfdeOs3V_mjm1gsGz6moPKtL-HKprlpKymWTbh0SHOOR_K
南京信息职业技术学院,http://www.njcit.cn/
江海职业技术学院（民办）,http://baike.baidu.com/link?url=rwJjlPHTMY5IMf1SZtMGlL8y8hcPBro1lcOtc_98aDt1bohpgODX-lA32kqlIwS5PtfT5GRSW-n5KEZO-T57iK
常州机电职业技术学院,http://www.czmec.cn/
江阴职业技术学院,http://www.jypc.org/
无锡城市职业技术学院,http://www.wxcu.edu.cn/
无锡工艺职业技术学院,http://www.wxgyxy.cn/
金山职业技术学院（民办）,http://baike.baidu.com/link?url=uxOtwVcaFNBYQf88dZftaLYHu3ITN8yOSNOcUM0RoCTr2Lfa_1L8NeGTsjgy79vwO867QUjIv1aCFIu2acJ-sa
苏州健雄职业技术学院,http://www.wjxvtc.cn/
盐城工业职业技术学院,http://www.yctei.cn/
江苏财经职业技术学院,http://www.jscjxy.cn/
扬州工业职业技术学院,http://www.ypi.edu.cn/
苏州港大思培科技职业学院（民办）,http://baike.baidu.com/link?url=aquJb9JBK9_YzO_e2zpgC1FPTFJlKYKE5P1mjmIXi3gKU4lfF5gCyGb8a2jn9muyRK8-PSs4c2LLF05khdgFQK
昆山登云科技职业学院（民办）,http://www.dyc.edu.cn/
南京视觉艺术职业学院（民办）,http://www.niva.cn/portal.php
江苏城市职业学院,http://baike.baidu.com/link?url=7i8ooPdev7GjpxKmJ-wrULI9si1N7wa65VrfTRfbiGGKcb_Ss2wITIiFHA0xDaq2Vl-uDLi0Jdi98-_KMIV7ma
南京城市职业学院,http://baike.baidu.com/link?url=p5hJFGrUbF4WuFmxkJRrtb7pXErTisZkCqYBUbxll3tF97cG18Pvb_qE102nfbTy4m5StpUSW-IhzdoTqTaw9q
南京机电职业技术学院,http://www.nimt.cn/
苏州高博软件技术职业学院（民办）,http://www.gist-edu.cn/
南京旅游职业学院,http://www.jltu.net/
江苏建康职业学院,http://www.jssmu.edu.cn/
苏州信息职业技术学院,http://www.szitu.cn/
宿迁泽达职业技术学院（民办）,http://www.zdct.cn/
苏州工业园区服务外包职业学院,http://www.siso.edu.cn/
徐州幼儿师范高等专科学校,http://baike.baidu.com/view/5482100.htm
徐州生物工程职业技术学院,http://www.xzsw.net/
江苏商贸职业学院,http://www.jsbc.edu.cn/
南通师范高等专科学校,http://baike.baidu.com/link?url=ItD2823UFxZaeKnXQjEzp2cZ6Pvv5o6O0IdzMKUhuzlDaEqcA79DQX2hjKP_vgg0nk5PDOkhzayam9lNVlRnrq
扬州中瑞酒店职业学院（民办）,http://baike.baidu.com/link?url=-T4umqLLz0EjluGM0LgRFGy5chiyvoCw9exucaMQ2UGjUdyrdqoQwv7wEJQ0rFdncq6-Pgw5uiC4kwulp9_oRK
江苏护理职业学院,http://www.jshywx.com/
江苏财会职业学院,http://www.jscfa.edu.cn/
江苏城乡建设职业学院,http://www.js-cj.com/
江苏航空职业技术学院,http://jatc.zje.net.cn/
江苏安全技术职业学院,http://baike.baidu.com/link?url=SA6kI47yLRe8uqOnIfXMsNM0-37MudZUp7vbjsB82R42IbOaA-reBoLQ0ya78YNo5uM-xH7lvJx6GNpBRoe58N8usyG0Z9HjwN2f_Y7ic8WdUJGEjVXdP6zLNCh2sX6OPmDuTQ1eMUtRpf-7a-F6VL8LS0yj7warkzkS0yDmDHRLYwxTnZiWGG8jKPMSiLIZ
陕西工业职业技术学院,http://www.sxpi.edu.cn/
杨凌职业技术学院,http://www.ylvtc.cn/
西安电力高等专科学校,http://baike.baidu.com/link?url=skxd6zQdsPj18muoJquRScXjBv78TcZ2H7ihq2LkzKf2zG-jlKFKUJQn9LIQkXOSDS9MtTMow_UhbWnxgAm9DlX0ohZHn4oNvMNQunrtPneC3hczTKZ_glH-fHMAscOSDbvpZ312-_Lwr6aCXMBBkB4nHM9lPOznVGsnMqAVLbJQfmObjkq2aLy6XvjvWy9tvmVOLc8iMd1t1vNqW6YDCK
陕西能源职业技术学院,http://www.sxny.cn/
陕西国防工业职业技术学院,http://www.gfxy.com/
西安航空职业技术学院,http://www.xihang.com.cn/
陕西财经职业技术学院,http://www.sxptife.net/
陕西交通职业技术学院,http://www.scct.cn/
陕西职业技术学院,http://www.spvec.com.cn/
西安高新科技职业学院（民办）,http://www.xhtu.com.cn/
